length,url_count,exclamation_count,dollar_count,uppercase_ratio,label
492,0,0,0,0.036511156186612576,0
636,0,0,0,0.03296703296703297,0
688,0,0,0,0.06676342525399129,0
426,0,0,0,0.0351288056206089,0
303,0,1,0,0.04276315789473684,0
429,0,0,0,0.044186046511627906,0
1109,0,0,5,0.05045045045045045,0
595,0,0,0,0.02348993288590604,0
488,0,0,0,0.03885480572597137,0
774,0,1,0,0.04516129032258064,0
1517,0,0,0,0.05204216073781291,0
927,0,0,0,0.05172413793103448,0
737,0,0,0,0.06233062330623306,0
602,0,0,1,0.06467661691542288,0
2558,0,1,1,0.04845642829230168,0
504,0,0,0,0.100990099009901,0
3040,0,1,1,0.059519894771456756,0
1264,0,0,0,0.03162055335968379,0
436,0,0,0,0.08237986270022883,0
3484,0,0,0,0.04160688665710186,0
833,0,0,5,0.05875299760191847,0
607,0,0,0,0.12171052631578948,0
5549,0,0,0,0.04018018018018018,0
